%time,field.data
1520818080762489849,40
1520818080836346464,40
1520818080909922556,40
1520818080969211907,47
1520818081028790659,40
1520818081102775214,40
1520818081178082849,40
1520818081252375929,40
1520818081325745396,40
1520818081400070608,40
1520818081473282550,40
1520818081548931239,40
1520818081622944493,40
1520818081696520450,40
1520818081770136483,40
1520818081845663241,40
1520818081919463960,40
1520818081992971769,40
1520818082066935990,40
1520818082140562694,40
1520818082216667983,40
1520818082275676197,40
1520818082335484357,40
1520818082409113441,40
1520818082482819002,40
1520818082558291792,40
1520818082631945376,40
1520818082705775906,40
1520818082780087758,40
1520818082854130576,40
1520818082928982472,40
1520818083002907710,40
1520818083076845922,40
1520818083151157516,40
1520818083226184325,40
1520818083299741816,40
1520818083373430938,40
1520818083447918485,40
1520818083507114026,40
1520818083566676438,40
1520818083639990697,40
1520818083716051607,40
1520818083789160166,40
1520818083863139929,40
1520818083938944731,40
1520818084012304312,40
1520818084085851871,40
1520818084160701975,40
1520818084234269337,40
1520818084309427409,40
1520818084383282648,40
1520818084457021209,40
1520818084531454190,40
1520818084606271467,40
1520818084679954347,40
1520818084753804100,40
1520818084813386307,40
1520818084872498818,40
1520818084946557744,40
1520818085019776370,39
1520818085095905634,39
1520818085169842142,40
1520818085243488559,47
1520818085318838175,40
1520818085392698832,39
1520818085466772712,39
1520818085540594279,40
1520818085613694269,40
1520818085689770048,40
1520818085763728407,39
1520818085837569990,39
1520818085912214308,40
1520818085986408137,39
1520818086046279656,39
1520818086105098469,40
1520818086163047148,47
1520818086238883920,39
1520818086312214176,39
1520818086386430555,40
1520818086461497128,39
1520818086535415066,47
1520818086609212055,39
1520818086683331010,39
1520818086756527553,39
1520818086832273043,39
1520818086906245765,47
1520818086980069397,39
1520818087054689756,39
1520818087129283798,39
1520818087203116520,39
1520818087276761229,39
1520818087336512899,39
1520818087395327319,47
1520818087455115732,39
1520818087528912504,39
1520818087604290600,39
1520818087678200492,39
1520818087751830317,39
1520818087826361382,39
1520818087899876129,39
1520818087975498219,39
1520818088049015278,39
1520818088122858693,39
1520818088198087597,39
1520818088272160205,39
1520818088345866941,39
1520818088419559166,39
1520818088494074606,39
1520818088569245374,39
1520818088628087713,47
1520818088687760309,39
1520818088761674904,39
1520818088835463493,39
1520818088909506848,39
1520818088984617757,39
1520818089058365362,47
1520818089131946083,39
1520818089206387692,39
1520818089280729481,39
1520818089355633655,39
1520818089429551865,39
1520818089503470702,39
1520818089577775383,39
1520818089651270850,39
1520818089726047917,39
1520818089799590875,39
1520818089873572533,39
1520818089933313575,39
1520818089993293974,39
1520818090065945162,39
1520818090141980454,39
1520818090215635569,39
1520818090289746765,47
1520818090364814014,39
1520818090438659760,39
1520818090512425128,39
1520818090587138011,39
1520818090660407183,39
1520818090735855677,39
1520818090809441532,39
1520818090883322396,39
1520818090957743874,39
1520818091032515128,47
1520818091106401708,39
1520818091166005128,39
1520818091225303772,39
1520818091284708534,39
1520818091358527425,39
1520818091432354040,39
1520818091507776148,38
1520818091581189920,39
1520818091655124823,39
1520818091729182012,39
1520818091803886759,38
1520818091878871039,38
1520818091952584666,38
1520818092026242069,39
1520818092101622542,39
1520818092175118852,38
1520818092249156616,38
1520818092322749270,38
1520818092396459576,39
1520818092456729507,38
1520818092515934791,38
1520818092589603531,39
1520818092665089317,38
1520818092738571900,38
1520818092812488368,38
1520818092888084153,38
1520818092961598133,39
1520818093035426591,38
1520818093109526139,38
1520818093183402756,38
